strain	Antibiotic	Resistance.phenotype	Measurement.sign	Measurement	Measurement.units	Laboratory.Typing.Method	Testing.standard	Testing.standard.year.or.version	Laboratory.Typing.Platform	Vendor	Laboratory.Typing.Method.Version.or.Reagent	Accession	Sample.Accession	Study.Accession	PMID	Lab.Contact	Source.Type	Host	Source.details	Infection.status	Country	City	Collection.Year
ERR3480671	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3480671	SAMEA4781973	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3480685	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3480685	SAMEA4781991	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3480686	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3480686	SAMEA4781992	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3480711	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3480711	SAMEA4782019	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3844618	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844618	SAMEA5049021	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844619	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844619	SAMEA5049023	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844634	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844634	SAMEA5048855	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844637	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844637	SAMEA5049055	PRJEB27342	36411354	Edward Feil	Environment	Surface	Swab	Colonisation	Italy	Pavia	2018
ERR3844639	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844639	SAMEA5049057	PRJEB27342	36411354	Edward Feil	Environment	Surface	Swab	Colonisation	Italy	Pavia	2018
ERR3844640	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844640	SAMEA5048858	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844654	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844654	SAMEA5048866	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844665	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844665	SAMEA5048875	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844679	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844679	SAMEA5048882	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3844703	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844703	SAMEA5048899	PRJEB27342	36411354	Edward Feil	Animal	Pig	Swab	Unknown	Italy	Pavia	2018
ERR3844717	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844717	SAMEA5048910	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3844729	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844729	SAMEA5048918	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3844743	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844743	SAMEA5048929	PRJEB27342	36411354	Edward Feil	Environment	Epiphytes	Plant	Colonisation	Italy	Pavia	2018
ERR3844744	ciprofloxacin	R	>	1	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844744	SAMEA5048731	PRJEB27342	36411354	Edward Feil	Human	Human	Rectal Swab	Colonisation	Italy	Pavia	2018
ERR3844750	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844750	SAMEA5048957	PRJEB27342	36411354	Edward Feil	Animal	Pig	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844752	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844752	SAMEA5048965	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844753	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844753	SAMEA5048966	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844764	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844764	SAMEA5048981	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR3844776	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844776	SAMEA5049005	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3844777	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3844777	SAMEA5049006	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3904482	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904482	SAMEA5049532	PRJEB27342	36411354	Edward Feil	Animal	Invertebrates	Internal Organs	Unknown	Italy	Pavia	2018
ERR3904499	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904499	SAMEA5049543	PRJEB27342	36411354	Edward Feil	Animal	Invertebrates	External Surface	Unknown	Italy	Pavia	2018
ERR3904506	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904506	SAMEA5049421	PRJEB27342	36411354	Edward Feil	Animal	Dog	Feces	Unknown	Italy	Pavia	2018
ERR3904532	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904532	SAMEA5049438	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3904541	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904541	SAMEA5049443	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3904551	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904551	SAMEA5049448	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3904612	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904612	SAMEA5049249	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3904625	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904625	SAMEA5049296	PRJEB27342	36411354	Edward Feil	Animal	Poultry	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3904691	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904691	SAMEA5049434	PRJEB27342	36411354	Edward Feil	Animal	Sheep	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3904696	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3904696	SAMEA5049474	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931804	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931804	SAMEA5049502	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931819	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931819	SAMEA5049511	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931837	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931837	SAMEA5050154	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931850	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931850	SAMEA5050026	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931856	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931856	SAMEA5050030	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931862	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931862	SAMEA5050174	PRJEB27342	36411354	Edward Feil	Environment	Surface	Swab	Colonisation	Italy	Pavia	2018
ERR3931865	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931865	SAMEA5050035	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931866	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931866	SAMEA5050179	PRJEB27342	36411354	Edward Feil	Animal	Turtle	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931872	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931872	SAMEA5050182	PRJEB27342	36411354	Edward Feil	Animal	Turtle	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931889	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931889	SAMEA5050052	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931890	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931890	SAMEA5050194	PRJEB27342	36411354	Edward Feil	Animal	Turtle	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931909	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931909	SAMEA5050210	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931915	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931915	SAMEA5050214	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR3931954	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931954	SAMEA5050091	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931966	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931966	SAMEA5050097	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931974	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931974	SAMEA5050101	PRJEB27342	36411354	Edward Feil	Animal	Dog	Feces	Unknown	Italy	Pavia	2018
ERR3931977	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931977	SAMEA5050253	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931979	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931979	SAMEA5050254	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931980	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931980	SAMEA5050104	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931981	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931981	SAMEA5050256	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3931982	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931982	SAMEA5050106	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3931995	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3931995	SAMEA5050263	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR3932000	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932000	SAMEA5050133	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3932017	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932017	SAMEA5050124	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3932021	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932021	SAMEA5050128	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3932030	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932030	SAMEA5049496	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932040	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932040	SAMEA5049505	PRJEB27342	36411354	Edward Feil	Animal	Cow	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932047	ciprofloxacin	R	>	1	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932047	SAMEA5049335	PRJEB27342	36411354	Edward Feil	Animal	Dog	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932081	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932081	SAMEA5049580	PRJEB27342	36411354	Edward Feil	Animal	Birds	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932124	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932124	SAMEA5050201	PRJEB27342	36411354	Edward Feil	Animal	Turtle	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932129	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932129	SAMEA5050297	PRJEB27342	36411354	Edward Feil	Animal	Other mammals	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932130	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932130	SAMEA5050208	PRJEB27342	36411354	Edward Feil	Animal	Turtle	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932143	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932143	SAMEA5050233	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3932163	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932163	SAMEA5050292	PRJEB27342	36411354	Edward Feil	Environment	Soil	Bulk Soil	Colonisation	Italy	Pavia	2018
ERR3932170	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932170	SAMEA5048753	PRJEB27342	36411354	Edward Feil	Animal	Other mammals	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932187	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932187	SAMEA5048762	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR3932195	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932195	SAMEA5048766	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR3932214	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932214	SAMEA5048799	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3932244	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932244	SAMEA5048900	PRJEB27342	36411354	Edward Feil	Animal	Pig	Swab	Unknown	Italy	Pavia	2018
ERR3932257	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932257	SAMEA5048800	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3932267	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932267	SAMEA5048814	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3932286	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932286	SAMEA5048961	PRJEB27342	36411354	Edward Feil	Animal	Pig	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3932287	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932287	SAMEA5048839	PRJEB27342	36411354	Edward Feil	Human	Human	Sputum	Infection	Italy	Pavia	2018
ERR3932290	ciprofloxacin	R	>	1	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932290	SAMEA5048841	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3932298	ciprofloxacin	R	>	1	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3932298	SAMEA5048845	PRJEB27342	36411354	Edward Feil	Human	Human	Bronchial Alveolar Lavage	Infection	Italy	Pavia	2018
ERR3967748	ciprofloxacin	R	>	1	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967748	SAMEA5049675	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3967750	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967750	SAMEA5049677	PRJEB27342	36411354	Edward Feil	Human	Human	Bronchial	Infection	Italy	Pavia	2018
ERR3967766	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967766	SAMEA5049805	PRJEB27342	36411354	Edward Feil	Human	Human	Rectal Swab	Colonisation	Italy	Pavia	2018
ERR3967772	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967772	SAMEA5049821	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR3967789	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967789	SAMEA5049681	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR3967806	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967806	SAMEA5049853	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3967813	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967813	SAMEA5049694	PRJEB27342	36411354	Edward Feil	Human	Human	Rectal Swab	Colonisation	Italy	Pavia	2018
ERR3967835	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967835	SAMEA5049939	PRJEB27342	36411354	Edward Feil	Animal	Dog	Feces	Unknown	Italy	Pavia	2018
ERR3967863	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967863	SAMEA5050061	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3967872	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967872	SAMEA5050111	PRJEB27342	36411354	Edward Feil	Animal	Dog	Feces	Unknown	Italy	Pavia	2018
ERR3967876	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967876	SAMEA5050115	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR3967881	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967881	SAMEA5049730	PRJEB27342	36411354	Edward Feil	Animal	Pig	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3967891	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967891	SAMEA5049736	PRJEB27342	36411354	Edward Feil	Animal	Pig	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3967898	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967898	SAMEA5050142	PRJEB27342	36411354	Edward Feil	Animal	Dog	Feces	Unknown	Italy	Pavia	2018
ERR3967927	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967927	SAMEA5049754	PRJEB27342	36411354	Edward Feil	Animal	Poultry	Rectal Swab	Unknown	Italy	Pavia	2018
ERR3967933	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR3967933	SAMEA5049758	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR4022833	ciprofloxacin	R	>	1	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022833	SAMEA5049096	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR4022842	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022842	SAMEA5049111	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR4022846	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022846	SAMEA5049033	PRJEB27342	36411354	Edward Feil	Animal	Cow	Feces	Unknown	Italy	Pavia	2018
ERR4022851	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022851	SAMEA5049121	PRJEB27342	36411354	Edward Feil	Human	Human	Feces	Colonisation	Italy	Pavia	2018
ERR4022855	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022855	SAMEA5049043	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR4022865	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022865	SAMEA5049056	PRJEB27342	36411354	Edward Feil	Environment	Surface	Swab	Colonisation	Italy	Pavia	2018
ERR4022903	ciprofloxacin	R	>	1	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022903	SAMEA5049185	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR4022918	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022918	SAMEA5049202	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR4022929	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022929	SAMEA5049186	PRJEB27342	36411354	Edward Feil	Human	Human	Urine	Infection	Italy	Pavia	2018
ERR4022950	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022950	SAMEA5049246	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR4022963	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022963	SAMEA5049901	PRJEB27342	36411354	Edward Feil	Animal	Cat	Rectal Swab	Unknown	Italy	Pavia	2018
ERR4022969	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022969	SAMEA5049904	PRJEB27342	36411354	Edward Feil	Animal	Dog	Rectal Swab	Unknown	Italy	Pavia	2018
ERR4022973	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022973	SAMEA5049907	PRJEB27342	36411354	Edward Feil	Animal	Cat	Rectal Swab	Unknown	Italy	Pavia	2018
ERR4022979	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4022979	SAMEA5049912	PRJEB27342	36411354	Edward Feil	Animal	Dog	Feces	Unknown	Italy	Pavia	2018
ERR4023010	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4023010	SAMEA5049929	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
ERR4023018	ciprofloxacin	S	<=	0.25	mg/L	MIC (broth dilution)	EUCAST	-	Phoenix	-	-	ERR4023018	SAMEA5049933	PRJEB27342	36411354	Edward Feil	Environment	Water	Water	Colonisation	Italy	Pavia	2018
